Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A715887,,11/12/2015 14:03,15-Nov,10/24/2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A715889,,11/19/2015 17:05,15-Nov,11/12/2012,Adoption,,Dog,Neutered Male,3 years,Patterdale Terr Mix,Black/White
A715893,Pancho,11/22/2015 17:26,15-Nov,2/12/2015,Return to Owner,,Dog,Neutered Male,9 months,Labrador Retriever Mix,Black/White
A715896,Birch,11/12/2015 11:32,15-Nov,11/12/2012,Return to Owner,,Dog,Neutered Male,3 years,Chinese Crested Mix,Black/Tan
A715897,,11/15/2015 18:50,15-Nov,5/12/2014,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A715898,,11/16/2015 18:57,15-Nov,11/12/2013,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Tortie
A715899,Patches,11/12/2015 14:11,15-Nov,5/12/2013,Return to Owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Brown Merle
A715900,Barky,6/5/2016 9:46,16-Jun,5/12/2014,Return to Owner,,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,White/Black
A715900,Barky,11/25/2015 16:49,15-Nov,5/12/2014,Return to Owner,,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,White/Black
A715901,,12/14/2015 19:18,15-Dec,11/12/2013,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black Tabby/White
A715901,,11/16/2015 19:04,15-Nov,11/12/2013,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black Tabby/White
A715903,*Allie,11/17/2015 18:40,15-Nov,2/12/2015,Adoption,,Dog,Spayed Female,9 months,Chihuahua Shorthair Mix,White/Black
A715905,Lilly,11/12/2015 18:35,15-Nov,9/12/2015,Return to Owner,,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Black/White
A715911,,11/16/2015 19:02,15-Nov,5/12/2014,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Longhair Mix,Brown Tabby/White
A715924,,11/12/2015 13:27,15-Nov,11/10/2015,Died,In Kennel,Other,Unknown,2 days,Rat Mix,Pink
A715926,,11/12/2015 13:27,15-Nov,11/10/2015,Died,In Kennel,Other,Unknown,2 days,Rat Mix,Pink
A715927,,11/12/2015 13:29,15-Nov,11/10/2015,Transfer,Partner,Other,Unknown,2 days,Rat Mix,Pink
A715928,,11/12/2015 13:29,15-Nov,11/10/2015,Transfer,Partner,Other,Unknown,2 days,Rat Mix,Black/Pink
A715929,,11/12/2015 13:41,15-Nov,11/10/2015,Transfer,Partner,Other,Unknown,2 days,Rat Mix,Black/Pink
A715941,,11/18/2015 14:30,15-Nov,5/12/2015,Return to Owner,,Dog,Intact Male,6 months,Cavalier Span/Papillon,White/Brown
A715951,*Maisy,2/28/2016 7:41,16-Feb,11/12/2013,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A715953,Countess Snorts,1/18/2017 12:41,17-Jan,11/12/2012,Adoption,Foster,Dog,Spayed Female,4 years,Pit Bull Mix,Black/White
A715954,,11/12/2015 15:10,15-Nov,11/12/2014,Euthanasia,Suffering,Dog,Intact Male,1 year,Pit Bull Mix,Black
A715959,Tito,11/22/2015 15:20,15-Nov,9/12/2015,Return to Owner,,Dog,Neutered Male,2 months,Pit Bull Mix,Black/White
A715960,,11/12/2015 15:47,15-Nov,11/12/2013,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A715962,Boss,11/16/2015 16:43,15-Nov,5/12/2014,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A715962,Boss,10/19/2018 15:31,18-Oct,5/12/2014,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Fawn/White
A715965,Pancho,11/24/2015 19:03,15-Nov,11/12/2013,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A715970,Coco,11/6/2016 14:35,16-Nov,11/12/2013,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A715970,Coco,11/25/2015 16:37,15-Nov,11/12/2013,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A715988,Bo,11/13/2015 18:18,15-Nov,11/12/2007,Return to Owner,,Dog,Neutered Male,8 years,Rottweiler,Black/Tan
A715990,Midnite,11/14/2015 12:15,15-Nov,11/12/2012,Return to Owner,,Dog,Intact Male,3 years,Australian Cattle Dog Mix,Tricolor
A715992,*Joey,11/18/2015 19:13,15-Nov,11/12/2013,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White
A715994,Quidditch,11/13/2015 11:38,15-Nov,11/13/1999,Return to Owner,,Dog,Spayed Female,16 years,Chihuahua Shorthair/Dachshund,Buff
A715994,Quidditch,3/8/2016 10:52,16-Mar,11/13/1999,Return to Owner,,Dog,Spayed Female,16 years,Chihuahua Shorthair/Dachshund,Buff
A715997,,11/13/2015 9:45,15-Nov,11/12/2014,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Black/Brown
A716000,,11/16/2015 18:59,15-Nov,11/12/2012,Transfer,SCRP,Cat,Unknown,3 years,Domestic Shorthair Mix,Brown Tabby
A716002,Louie,4/18/2017 11:32,17-Apr,11/12/2006,Adoption,Foster,Dog,Neutered Male,10 years,Beagle,White/Brown
A716002,Louie,11/16/2015 12:31,15-Nov,11/12/2006,Return to Owner,,Dog,Neutered Male,9 years,Beagle,White/Brown
A716004,Gus-Gus,12/27/2015 16:50,15-Dec,1/12/2015,Transfer,Partner,Dog,Neutered Male,11 months,Labrador Retriever/Pit Bull,Tan/White
A716005,Indio,12/28/2016 14:17,16-Dec,11/14/2014,Euthanasia,At Vet,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A716005,Indio,11/14/2015 15:30,15-Nov,11/14/2014,Return to Owner,,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White
A716006,Snoopy,1/5/2017 16:32,17-Jan,11/12/2014,Return to Owner,,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,White/Brown
A716006,Snoopy,12/15/2016 16:25,16-Dec,11/12/2014,Return to Owner,,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,White/Brown
A716006,Snoopy,1/7/2017 14:50,17-Jan,11/12/2014,Return to Owner,,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,White/Brown
A716006,Snoopy,11/16/2015 16:36,15-Nov,11/12/2014,Return to Owner,,Dog,Neutered Male,1 year,Pointer/Labrador Retriever,White/Brown
A716008,Kanene,12/6/2015 15:14,15-Dec,5/28/2015,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,White/Brown Tabby
A716009,Axis,12/5/2015 16:01,15-Dec,5/28/2015,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue Tabby
A716013,Haze,12/20/2016 16:33,16-Dec,3/14/2015,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown
A716013,Haze,11/15/2015 17:40,15-Nov,3/14/2015,Return to Owner,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Brown
A716013,Haze,1/21/2016 19:01,16-Jan,3/14/2015,Return to Owner,,Dog,Spayed Female,10 months,Labrador Retriever Mix,Brown
A716013,Haze,12/3/2016 14:20,16-Dec,3/14/2015,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown
A716014,*Rhett,12/16/2015 13:00,15-Dec,12/13/2014,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Orange Tabby
A716018,Luke,11/14/2015 16:20,15-Nov,6/14/2015,Return to Owner,,Dog,Intact Male,5 months,Pit Bull Mix,Fawn/White
A716018,Luke,3/5/2017 16:50,17-Mar,6/14/2015,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A716018,Luke,5/10/2016 15:49,16-May,6/14/2015,Adoption,,Dog,Neutered Male,10 months,Pit Bull Mix,Fawn/White
A716018,Luke,10/17/2016 17:43,16-Oct,6/14/2015,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A716018,Luke,9/12/2016 19:00,16-Sep,6/14/2015,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A716018,Luke,3/3/2017 19:24,17-Mar,6/14/2015,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A716018,Luke,12/13/2017 18:18,17-Dec,6/14/2015,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Fawn/White
A716018,Luke,4/30/2016 18:01,16-Apr,6/14/2015,Adoption,,Dog,Neutered Male,10 months,Pit Bull Mix,Fawn/White
A716018,Luke,4/8/2018 15:54,18-Apr,6/14/2015,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Fawn/White
A716019,Buddy,11/13/2015 14:02,15-Nov,11/13/2003,Return to Owner,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Yellow
A716020,,11/13/2015 11:46,15-Nov,11/13/2013,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A716027,Webster,11/14/2015 12:14,15-Nov,5/13/2003,Adoption,,Dog,Neutered Male,12 years,Yorkshire Terrier Mix,Tan/Gray
A716028,Dexter,11/13/2015 13:04,15-Nov,11/13/2010,Return to Owner,,Cat,Unknown,5 years,Domestic Shorthair Mix,Black
A716029,,11/17/2015 19:06,15-Nov,1/13/2015,Transfer,SCRP,Cat,Intact Male,10 months,Domestic Longhair Mix,Brown/White
A716031,*Sapphire,11/19/2015 19:07,15-Nov,9/28/2015,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A716032,*Ruby,11/19/2015 14:08,15-Nov,9/21/2015,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A716033,Leonardo,11/21/2015 19:44,15-Nov,9/2/2015,Adoption,,Cat,Neutered Male,2 months,Javanese Mix,Flame Point
A716034,*Ernie,12/13/2015 18:55,15-Dec,11/13/2014,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Tan
A716035,Starbucks,11/29/2015 17:15,15-Nov,7/29/2015,Adoption,,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A716036,Bert,2/2/2016 0:00,16-Feb,11/13/2014,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A716037,,11/18/2015 17:07,15-Nov,7/13/2015,Adoption,,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Tricolor
A716039,Dirty,11/13/2015 15:12,15-Nov,5/13/2014,Euthanasia,Suffering,Cat,Neutered Male,1 year,Siamese Mix,Seal Point
A716040,*Molly,12/7/2015 13:18,15-Dec,9/13/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A716041,Max,12/4/2015 18:02,15-Dec,9/13/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A716042,*Sawyer,12/26/2015 18:05,15-Dec,11/13/2014,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown
A716043,Bell,11/23/2015 18:02,15-Nov,8/29/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A716044,*Renee,11/27/2015 16:54,15-Nov,8/29/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A716044,*Renee,11/17/2015 12:12,15-Nov,8/29/2015,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A716045,,11/20/2015 11:15,15-Nov,8/29/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A716046,*Randall,11/30/2015 15:09,15-Nov,8/29/2015,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A716047,Max,11/23/2015 8:49,15-Nov,11/13/2012,Adoption,,Dog,Neutered Male,3 years,Miniature Pinscher Mix,Red
A716048,*Esme,3/12/2016 14:14,16-Mar,11/13/2012,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A716050,Ada,11/18/2015 12:30,15-Nov,8/29/2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Calico
A716051,Cordyline,11/18/2015 12:31,15-Nov,8/29/2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Cream Tabby
A716052,,11/13/2015 15:26,15-Nov,10/17/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Flame Point
A716053,,11/13/2015 15:26,15-Nov,10/17/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A716054,,11/13/2015 15:26,15-Nov,10/17/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Cream Tabby
A716055,,11/13/2015 15:26,15-Nov,10/17/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Lilac Point
A716056,,11/13/2015 15:27,15-Nov,10/17/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Flame Point
A716057,,11/13/2015 15:27,15-Nov,10/17/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Orange Tabby
A716060,*Sprite,11/19/2015 16:07,15-Nov,11/13/2013,Adoption,,Dog,Neutered Male,2 years,American Eskimo Mix,Cream
A716061,Coco,11/15/2015 19:46,15-Nov,12/22/2006,Return to Owner,,Dog,Spayed Female,8 years,Jack Russell Terrier Mix,White/Brown
A716062,Casey,12/1/2015 12:57,15-Dec,12/29/2010,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Tan
A716063,,11/18/2015 18:55,15-Nov,11/13/2014,Adoption,,Dog,Neutered Male,1 year,Miniature Poodle Mix,White
A716064,Lady,11/23/2015 0:00,15-Nov,11/13/2010,Transfer,Partner,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Tan/White
A716065,Paco,11/18/2015 11:50,15-Nov,11/13/2010,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Tan
A716066,Louie,11/23/2015 0:00,15-Nov,11/13/2013,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White
A716067,Wally,12/23/2015 9:29,15-Dec,11/13/2002,Adoption,Foster,Dog,Neutered Male,13 years,Dachshund Mix,Red
A716070,Isa,2/12/2016 17:46,16-Feb,11/13/2013,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A716071,Little Jack,11/14/2015 18:12,15-Nov,11/14/2006,Return to Owner,,Dog,Intact Male,9 years,Chihuahua Shorthair Mix,Tan/White
A716072,,11/18/2015 16:47,15-Nov,11/13/2014,Adoption,,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Tan
A716073,Hunter,11/16/2015 14:15,15-Nov,3/13/2015,Transfer,Partner,Dog,Intact Male,8 months,Labrador Retriever Mix,Black
A716074,Helix,3/25/2016 13:32,16-Mar,9/13/2015,Adoption,Foster,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby
A716075,Toby,4/6/2016 14:37,16-Apr,1/13/2015,Return to Owner,,Dog,Neutered Male,1 year,Jack Russell Terrier/Basenji,White/Brown Tabby
A716075,Toby,11/17/2015 17:23,15-Nov,1/13/2015,Return to Owner,,Dog,Neutered Male,10 months,Jack Russell Terrier/Basenji,White/Brown Tabby
A716076,*Sirius,11/27/2015 17:12,15-Nov,11/13/2012,Adoption,,Cat,Neutered Male,3 years,Siamese Mix,Seal Point
A716077,Pillzbury,6/23/2018 18:14,18-Jun,5/13/2014,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Blue/White
A716081,Baby Bear,12/2/2015 0:00,15-Dec,11/13/2013,Transfer,Partner,Dog,Intact Male,2 years,Pomeranian Mix,Buff
A716083,Chunk,11/14/2015 13:04,15-Nov,2/1/2015,Return to Owner,,Dog,Intact Male,9 months,Rottweiler,Black/Brown
A716085,*Willie Nel,12/20/2015 19:16,15-Dec,10/1/2015,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby
A716086,*Waylon,12/20/2015 19:15,15-Dec,10/1/2015,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby
A716088,,11/15/2015 9:17,15-Nov,5/14/2015,Euthanasia,Medical,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby
A716089,,12/8/2015 19:24,15-Dec,11/14/2013,Return to Owner,,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Blue Tabby
A716090,*Stella,11/19/2015 16:52,15-Nov,11/14/2012,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown
A716091,*Bennie,11/30/2015 14:00,15-Nov,11/14/2013,Transfer,Partner,Dog,Intact Male,2 years,Queensland Heeler Mix,Brown Tiger
A716095,Corny,12/8/2015 17:58,15-Dec,11/16/2005,Adoption,,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,White/Tan
A716096,*Cynda,11/17/2015 0:00,15-Nov,10/14/2015,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
A716097,Elsie,11/14/2015 14:37,15-Nov,11/14/2012,Return to Owner,,Dog,Spayed Female,3 years,Manchester Terrier Mix,Black/Tan
A716098,Max,11/19/2015 12:21,15-Nov,11/14/2005,Transfer,Partner,Dog,Neutered Male,10 years,Miniature Schnauzer Mix,Gray/Silver
A716099,Jadey,11/22/2015 17:18,15-Nov,5/30/2015,Adoption,,Dog,Spayed Female,5 months,Cairn Terrier Mix,Buff
A716101,Mickey,11/21/2015 17:23,15-Nov,5/14/2014,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier/Chihuahua Longhair,White/Tan
A716102,*Dallas,11/20/2015 18:04,15-Nov,11/14/2013,Adoption,,Dog,Neutered Male,2 years,Staffordshire Mix,Tan/White
A716103,,11/18/2015 19:25,15-Nov,11/14/2013,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A716105,Puppy,11/25/2015 13:01,15-Nov,11/14/2014,Return to Owner,,Dog,Intact Male,1 year,Dachshund Mix,Brown
A716108,Rue,11/25/2015 11:02,15-Nov,11/14/2010,Return to Owner,,Dog,Spayed Female,5 years,Pomeranian Mix,Buff/White
A716109,*Cassie,11/28/2015 15:34,15-Nov,4/14/2015,Transfer,Partner,Dog,Spayed Female,7 months,Catahoula Mix,Brown
A716110,Curly,11/17/2015 18:41,15-Nov,6/29/2015,Return to Owner,,Cat,Neutered Male,4 months,Devon Rex Mix,Cream
A716111,*Nelly,11/25/2015 15:12,15-Nov,11/23/2014,Adoption,,Dog,Spayed Female,1 year,Catahoula Mix,Brown
A716112,*Tennyson,11/21/2015 11:06,15-Nov,7/14/2015,Adoption,,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Orange Tabby/White
A716113,,11/20/2015 12:30,15-Nov,7/14/2015,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Torbie/White
A716115,Moose,11/21/2015 18:55,15-Nov,11/14/2013,Adoption,,Dog,Neutered Male,2 years,Landseer Mix,White/Black
A716117,Diesel,11/22/2015 17:36,15-Nov,11/14/2014,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black
A716119,,11/18/2015 19:28,15-Nov,11/14/2014,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A716120,Dobby,11/19/2015 17:17,15-Nov,11/14/2013,Adoption,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Gray/Black
A716126,,11/18/2015 19:33,15-Nov,11/14/2013,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A716127,Kathy,2/20/2016 11:25,16-Feb,9/30/2015,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A716128,Hati,11/19/2015 17:15,15-Nov,11/14/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
A716130,Lenny,11/16/2015 14:14,15-Nov,11/15/2013,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A716131,Spike,11/17/2015 0:00,15-Nov,1/15/2014,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow
A716132,Silver,9/23/2017 16:47,17-Sep,3/18/2000,Euthanasia,Suffering,Cat,Neutered Male,17 years,Domestic Shorthair Mix,Brown Tabby
A716132,Silver,11/16/2015 14:47,15-Nov,3/18/2000,Return to Owner,,Cat,Neutered Male,15 years,Domestic Shorthair Mix,Brown Tabby
A716133,Tina,11/16/2015 18:56,15-Nov,11/15/2012,Return to Owner,,Dog,Spayed Female,3 years,Dachshund Longhair Mix,Sable/White
A716135,*Sadie,12/8/2015 14:00,15-Dec,6/15/2010,Transfer,Partner,Dog,Intact Female,5 years,Redbone Hound Mix,Red
A716136,Niko,1/15/2016 17:32,16-Jan,11/15/2012,Adoption,,Dog,Neutered Male,3 years,Rat Terrier/Chihuahua Shorthair,White/Chocolate
A716136,Niko,11/23/2015 14:02,15-Nov,11/15/2012,Adoption,,Dog,Neutered Male,3 years,Rat Terrier/Chihuahua Shorthair,White/Chocolate
A716137,*Beauford,12/12/2015 18:05,15-Dec,11/15/2013,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White
A716138,Mazey,1/17/2016 13:27,16-Jan,10/15/2015,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A716138,Mazey,12/31/2016 9:45,16-Dec,10/15/2015,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A716139,,12/2/2015 11:14,15-Dec,11/15/2014,Euthanasia,Suffering,Other,Unknown,1 year,Squirrel,Brown
A716140,*Penny,12/18/2015 14:08,15-Dec,11/15/2014,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A716141,*Nelson,12/7/2015 0:00,15-Dec,11/15/2009,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Orange Tabby/White
A716142,Max,11/27/2015 17:37,15-Nov,11/15/2008,Adoption,,Cat,Neutered Male,7 years,Snowshoe,Chocolate/White
A716143,*Ollie,11/21/2015 13:23,15-Nov,11/15/2013,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Red/White
A716144,Winifred,11/16/2015 19:08,15-Nov,11/15/2014,Return to Owner,,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan
A716145,Rocky,1/6/2018 17:16,18-Jan,11/15/2013,Return to Owner,,Dog,Neutered Male,4 years,Pit Bull Mix,Brown/White
A716145,Rocky,11/16/2015 17:37,15-Nov,11/15/2013,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A716146,*Sally,4/13/2016 19:37,16-Apr,10/31/2015,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
A716147,Penny,11/19/2015 17:40,15-Nov,11/15/2013,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
A716148,,12/23/2015 12:21,15-Dec,10/20/2015,Adoption,Foster,Dog,Neutered Male,2 months,Catahoula Mix,Brown Brindle/White
A716149,Gimli,12/14/2015 19:00,15-Dec,10/15/2015,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A716150,*Pancho,11/20/2015 17:53,15-Nov,11/15/2013,Adoption,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Silver/Black
A716151,*Lefty,11/20/2015 17:53,15-Nov,11/15/2013,Adoption,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black
A716152,*Zippee,12/10/2015 16:58,15-Dec,5/31/2015,Transfer,Partner,Dog,Intact Female,6 months,Pit Bull Mix,Black
A716153,Roscoe,11/22/2015 11:09,15-Nov,1/15/2015,Adoption,,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Black/Yellow
A716154,,11/15/2015 16:46,15-Nov,9/18/2015,Euthanasia,Suffering,Other,Intact Female,1 month,Squirrel Mix,Brown/Gray
A716156,*Snapper,11/28/2015 17:06,15-Nov,6/5/2013,Adoption,,Dog,Neutered Male,2 years,Pointer/Border Collie,Black/White
A716157,*Frisco,12/24/2015 15:04,15-Dec,9/15/2015,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A716158,Paisley,11/15/2015 16:40,15-Nov,11/15/2005,Return to Owner,,Dog,Spayed Female,10 years,Miniature Schnauzer Mix,Black/White
A716160,Punkin,11/19/2015 19:31,15-Nov,11/15/2013,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Orange Tabby
A716160,Punkin,6/15/2016 15:26,16-Jun,11/15/2013,Adoption,,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Orange Tabby
A716161,Snoop,11/15/2015 17:56,15-Nov,11/15/2007,Return to Owner,,Dog,Neutered Male,8 years,Pit Bull/Labrador Retriever,White/Brown
A716162,Joker,11/16/2015 17:37,15-Nov,11/15/2014,Return to Owner,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Black/Brown
A716163,*Django,11/23/2015 14:52,15-Nov,11/16/2014,Transfer,Partner,Dog,Intact Male,1 year,German Shepherd Mix,Brown
A716164,*Trudy,12/2/2015 13:51,15-Dec,11/15/2003,Adoption,,Dog,Spayed Female,12 years,Australian Cattle Dog Mix,White/Brown
A716165,*Tyler,11/27/2015 17:23,15-Nov,9/15/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A716165,*Tyler,11/22/2015 19:14,15-Nov,9/15/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A716166,Mouse,11/27/2015 18:33,15-Nov,9/15/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A716167,Olive,11/27/2015 18:34,15-Nov,9/15/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A716168,*Atlas,11/16/2015 17:14,15-Nov,3/19/2015,Return to Owner,,Dog,Neutered Male,7 months,Pharaoh Hound Mix,Yellow/White
A716168,*Atlas,2/19/2016 17:02,16-Feb,3/19/2015,Adoption,,Dog,Neutered Male,11 months,Pharaoh Hound Mix,Yellow/White
A716170,Dusty,11/27/2015 11:53,15-Nov,11/15/2000,Adoption,,Dog,Intact Male,15 years,Toy Poodle Mix,Black
A716174,*Pierre,11/22/2015 18:16,15-Nov,11/15/2013,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Brown
A716175,Fiona,7/11/2023 17:24,23-Jul,11/15/2013,Adoption,,Dog,Spayed Female,9 years,Miniature Pinscher Mix,Brown/Black
A716175,Fiona,11/22/2015 11:05,15-Nov,11/15/2013,Adoption,,Dog,Spayed Female,2 years,Miniature Pinscher Mix,Brown/Black
